SRNO,datetime,HEATNO,GRADE,SECTION_IC,INJ1_QTY,INJ2_QTY,BSM,SKULL,BP,HBI,OTHERS,SCRAP_QTY,PIGIRON,DRI1_QTY,DRI2_QTY,TOT_DRI_QTY,HOT_METAL,Total_Charge,Hot_Heel,DOLO,DOLO1_EMPTY,TOT_LIME_QTY,TAP_TEMP,O2ACT,ENERGY,KWH_PER_TON,KWH_PER_MIN,MELT_TIME,TA_TIME,TT_TIME,pow_on_time,TAPPING_TIME,E1_CUR,E2_CUR,E3_CUR,SPOUT,LAB_REP_TIME,C,SI,MN,P,S,CU,CR,NI,N,OPEN_C,TAP_C,IT_KG,BUCKET_NO,STATIC_WT,LIME,O2SIDE1,O2SIDE2,O2SIDE3,PREV_TAP_TIME,TAP_DURATION,LM_WT,Production
11,01-09-2023,44674,38MNVS6,A,0.0642821,0.104572,2,0,2,0,2,6,0,17.63987,5.006239,22.64611,40.602,69.24811,10,2.72885,2.819095,4.241946,1656,615.1833,12979.12,187.7002,-1,40.83333333,8.999999998,49.83333333,01-09-2023 11:40,01-09-2023 12:21,257.8,246.7,274.4,327.5,01-09-2023 12:14,0.3083,0.001,0.0221,0.0163,0.0932,0.0064,0.0496,0.0249,0.0033,0.3083,0.3083,148.5998,1,5.9,1.513096,813.3228,711.8856,572.3549,01-09-2023 11:31,264,4.476978,59.36
12,01-09-2023,44675,AISI430L,A,0.01907587,0.1087871,2,0,2,0,2,6,0,5.001241,5.5084785,6.875961,40.824,66.03005,10,1.974519,1.910497,3.410693,1615,587.5859,5725.221,101.6914,-1,42.49999999,29.06666667,71.56666666,01-09-2023 12:50,01-09-2023 13:32,248,240.2,268.2,315.1,01-09-2023 13:25,0.16985,0.0028,0.0348,0.0102,0.0711,0.0048,0.0443,0.0263,0.0033,0.5539,0.16985,220.3865,1,8.6,1.436174,897.6082,814.158,679.9761,01-09-2023 12:21,156,4.472763,56.128
13,01-09-2023,44676,SCM435,B,0,0.06420227,2,0,2,0,2,6,0,13.53335,5.020278,18.55363,40.662,65.21563,10,1.985587,1.384698,3.0245,1621,536.0135,10904.37,165.6805,-1,40.25000001,9.466666669,56.1,01-09-2023 13:42,01-09-2023 15:05,229.1,229.5,261.8,309.6,01-09-2023 14:19,0.16985,0.003,0.0253,0.0229,0.0749,0.0057,0.0723,0.0218,0.0032,0.5981,0.16985,122.6797,1,6.1,1.038914,1046.188,984.8088,839.0254,01-09-2023 13:32,229,4.307069,59.381
14,01-09-2023,44677,SCM435,B,0.02855383,0.09176397,2,0,2,0,2,6,0,13.01382,5.008212,18.02203,42.583,66.60503,10,1.957193,2.002056,3.512156,1610,516.5963,12370.73,184.6239,-1,41.63333334,32.06666666,73.7,01-09-2023 15:37,01-09-2023 16:18,236.7,232.3,265,314.1,01-09-2023 16:14,0.1668,0.0017,0.0169,0.0217,0.0781,0.0062,0.0984,0.0199,0.0032,0.2352,0.1668,143.811,1,6.4,1.554964,1016.835,816.5184,558.6808,01-09-2023 15:05,313,4.571012,55.888
15,01-09-2023,44678,SCM435,B,0,0.1494812,2,0,2,0,0,6,0,8.31041,5.003062,13.31347,44.8,64.11347,10,2.115035,2.003062,2.651532,1628,603.3541,6583.226,98.97583,-1,34.61666667,10.73333333,45.35,01-09-2023 16:29,01-09-2023 17:04,239.2,234.5,265.1,318.1,01-09-2023 16:59,0.1674,0.0011,0.0236,0.0155,0.0709,0.0049,0.0645,0.0172,0.0032,0.1674,0.1674,122.1146,1,8.4,0.5364971,839.1159,757.9063,610.5069,01-09-2023 16:18,225,4.463359,59.381
16,01-09-2023,44679,SCM435,B,0.05324448,0.2047666,2,0,2,0,0,6,0,10.47967,5.013289,15.49296,44.144,65.63696,10,2.200965,1.69189,3.061697,1652,533.5468,10358.38,154.5175,-1,44.1,11.06666667,55.16666666,01-09-2023 17:15,01-09-2023 17:59,240,238.9,269.3,324.6,01-09-2023 17:47,0.0809,0.0013,0.0259,0.0104,0.0676,0.0046,0.0883,0.0165,0.0032,0.0809,0.0809,133.7397,1,7.4,0.8607311,829.4118,809.3565,793.3127,01-09-2023 17:04,149,4.344034,57.638
17,01-09-2023,44680,AISI420,B,0.01454085,0.0710116,2,0,2,0,0,6,0,1.943316,5.5084785,14.735965,43.255,66.03005,10,1.804672,2.591115,2.648852,1643,561.1961,9944.993,150.10445,-1,38.55,10.99999999,49.54999999,01-09-2023 18:10,01-09-2023 18:48,245.4,238.5,267.7,323.2,01-09-2023 18:41,0.1887,0.0016,0.0257,0.0113,0.0524,0.0044,0.0369,0.0187,0.0032,0.1887,0.1887,204.1772,1,9,0.8441801,845.0258,785.8376,757.0004,01-09-2023 17:59,225,4.393645,51.36
18,01-09-2023,44681,DY7,B,0,0.1601816,2,0,2,0,0,6,0,7.160555,5.005591,12.16615,44.479,62.64515,10,1.700642,1.057941,2.841791,1602,553.5356,9469.204,144.4684,-1,38.88333333,14.9,75.88333333,01-09-2023 19:25,01-09-2023 20:04,235.3,232.7,263.4,316.7,01-09-2023 19:59,0.1915,0.0016,0.0369,0.0095,0.0669,0.0036,0.0467,0.0176,0.0034,0.1915,0.1915,134.8985,1,8.9,1.14115,827.2129,809.5194,570.954,01-09-2023 18:48,244,4.44358,57.19
19,01-09-2023,44682,DY7,B,0.03239301,0.09614124,2,0,2,0,0,6,0,12.44419,5.007779,17.45197,43.478,66.92997,10,2.201215,2.001883,2.362845,1609,578.8228,9921.593,143.1068,-1,43.51666667,32.2,75.71666667,01-09-2023 20:36,01-09-2023 21:20,240.6,239.7,269.8,325.2,01-09-2023 21:16,0.0512,0.0018,0.0371,0.0105,0.0831,0.0033,0.0466,0.016,0.0032,0.0807,0.0512,91.39903,1,8.4,0.1616306,903.503,851.6318,828.1793,01-09-2023 20:04,225,4.434825,57.19
20,01-09-2023,44683,DY7,B,0,0.1776913,2,0,2,0,0,6,0,6.240412,5.00035,11.24076,42.913,60.15376,10,1.92077,2.000328,1.92077,1627,549.6995,6567.626,102.533,-1,41.56666667,10.06666666,51.63333333,01-09-2023 21:30,01-09-2023 22:12,239.4,234.3,267.6,323.9,01-09-2023 21:59,0.1007,0.0002,0.0252,0.0173,0.0868,0.0038,0.0724,0.0267,0.0032,0.1007,0.1007,90.85623,1,9.9,0,802.923,793.9093,781.8999,01-09-2023 21:20,201,4.335279,54.18
21,01-09-2023,44684,52CRMOV4,C,-0.02233917,0.220979,2,0,2,0,0,6,0,11.22664,5.5084785,14.2728,44.363,64.6358,10,2.106013,1.683614,4.510998,1643,651.4399,11247.56,169.0452,-1,40.25000001,30,56.1,01-09-2023 22:42,01-09-2023 23:38,242.8,240.2,270.5,319.5,01-09-2023 23:37,0.0621,0.0007,0.025,0.01,0.069,0.0039,0.0613,0.0206,0.0034,0.4035,0.0621,203.4474,1,7.9,0.93473065,1011.69,749.40455,645.3464,01-09-2023 22:12,349,4.571012,55.572
22,01-09-2023,44685,52CRMOV4,C,0.0211394,0.1026263,2,0,2,0,0,6,0,16.32211,5.5084785,16.32211,41.949,64.27111,10,2.435284,0.7224955,2.888586,1627,508.8404,8751.622,133.6715,-1,33.5,10,43.50000001,01-09-2023 23:48,02-09-2023 00:21,250.9,247.3,274.4,324,02-09-2023 00:17,0.1243,0.0013,0.0191,0.0084,0.0617,0.0037,0.0385,0.0178,0.0034,0.1243,0.1243,133.76555,1,7.2,0.93473065,762.672,776.6386,610.2811,01-09-2023 23:38,160,4.569715,61.419
23,02-09-2023,44686,EN353,C,0.03577628,0.07830701,2,0,2,0,0,6,0,8.87114,5.170796,14.04194,44.729,64.77094,10,2.202857,1.486872,3.458902,1681,673.7338,7566.032,115.74,-1,42.95,13.19999999,56.15,02-09-2023 00:35,02-09-2023 01:17,252.8,246,274.1,321,02-09-2023 01:17,0.0759,0.0018,0.0313,0.0107,0.0985,0.0075,0.0791,0.01825,0.0033,0.5182,0.0759,167.5667,1,6.6,1.256044,903.1013,936.993,566.9349,02-09-2023 00:21,577,4.389753,48.58
24,02-09-2023,44687,20MNCR5,C,0.03193709,0.0969519,2,0,2,0,0,6,0,5.932018,5.046638,10.97866,41.047,58.02566,10,2.273466,1.666386,3.606434,1602,603.2827,6115.223,102.7326,-1,39.94999999,11.53333334,51.48333333,02-09-2023 01:29,02-09-2023 02:09,244,239.5,271.9,322.8,02-09-2023 02:00,0.1609,0.0004,0.0235,0.015,0.0909,0.0056,0.0692,0.01825,0.0034,0.1609,0.1609,195.1675,1,7.5,1.332968,855.9671,863.4107,584.9391,02-09-2023 01:17,321,4.421854,54.88
25,02-09-2023,44688,S45CS1V,C,0,0.03761353,2,0,2,0,0,6,0,14.81609,5.5084785,14.81609,42.683,63.49909,10,1.9022595,2.001638,2.888586,1653,561.43585,5038.816,87.63297,-1,40.25000001,32.53333333,56.1,02-09-2023 02:41,02-09-2023 03:54,251,254.1,288.8,358,02-09-2023 03:15,0.0874,0.0003,0.0142,0.0103,0.0653,0.0041,0.0273,0.0195,0.0031,0.0874,0.0874,42.1249,1,7.3,0.6241264,832.6849,749.40455,679.1769,02-09-2023 02:09,349,4.465953,55.47
26,03-09-2023,44689,42CRMOS4,C,0.06152271,0.2200063,2,0,2,0,0,6,0,9.538672,5.5084785,14.735965,38.054,66.03005,10,1.744223,1.66871,2.160958,1626,561.43585,9944.993,150.10445,-1,40.25000001,14.9,56.1,03-09-2023 20:10,03-09-2023 22:50,241.45,234.2,244.3,300.6,03-09-2023 22:24,0.05,0.0023,0.0089,0.011,0.0723,0.0073,0.0414,0.023,0.0032,0.05,0.05,55.45703,1,7,0.4167347,832.6849,749.40455,544.612,02-09-2023 03:54,489,4.625162,52.08
27,03-09-2023,44690,42CRMOS4,C,0.05281262,0.09176397,2,0,2,0,0,6,0,9.538672,5.018932,14.735965,37.733,71.04911,10,2.44919,2.648825,3.20866,1652,461.2322,17066.21,228.3133,-1,48.30000001,13.59999999,61.9,03-09-2023 23:04,03-09-2023 23:52,241.45,234.2,244.3,300.6,03-09-2023 23:40,0.05,0.0035,0.0096,0.008,0.1065,0.0077,0.0544,0.0239,0.0034,0.05,0.05,86.6828,1,9.7,0.75947,973.1526,799.0103,349.1788,03-09-2023 22:50,325,4.728923,54.074
28,04-09-2023,44691,S48C,C,-0.008446167,0.09176397,2,0,2,0,0,6,0,18.52772,5.077921,23.60564,38.565,68.17064,10,2.300376,2.456866,3.313975,1645,657.6565,16660.63,236.9911,-1,53.16666666,11.93333334,65.09999999,04-09-2023 00:04,04-09-2023 00:57,241.45,234.2,244.3,300.6,04-09-2023 00:42,0.1162,0.0036,0.0184,0.012,0.0621,0.0074,0.061,0.0204,0.0034,0.1162,0.1162,104.4244,1,8.13,1.013599,1061.573,625.9096,299.0551,03-09-2023 23:52,349,4.714008,55.754
29,04-09-2023,44692,S48C,C,0,0.09176397,2,0,2,0,0,6,0,9.538672,5.021283,24.51193,39.819,70.33093,10,2.201376,2.343451,3.359081,1625,604.2819,15225.46,202.9225,-1,43.95,10.33333334,54.28333333,04-09-2023 01:08,04-09-2023 01:52,241.45,234.2,244.3,300.6,04-09-2023 01:48,0.05,0.0009,0.0124,0.0132,0.1051,0.0073,0.0983,0.0188,0.0036,0.1889,0.05,95.39611,1,10.7,1.157705,990.588,807.6031,284.6138,04-09-2023 00:57,380,4.642348,56.7
30,04-09-2023,44693,16MnCr5,C,0.02356293,0.1958495,2,0,2,0,0,6,0,18.33337,5.077059,23.41043,37.014,66.42443,10,1.700806,2.001968,3.747478,1642,553.511,16192.64,224.8214,-1,45.28333334,10.53333333,55.81666667,04-09-2023 02:02,04-09-2023 02:47,241.45,234.2,244.3,300.6,04-09-2023 02:42,0.053,0.0031,0.0202,0.0185,0.0621,0.0067,0.05165,0.0229,0.0035,0.1887,0.053,107.0389,1,11.6,2.046673,917.8966,819.9947,398.7054,04-09-2023 01:52,324,4.594358,53.75
31,04-09-2023,44694,S48C,C,0.01979572,0.1395914,2,0,2,0,0,6,0,14.4226,5.072609,19.4952,38.714,64.2092,10,1.700169,1.338427,3.758526,1638,522.024,12433.13,177.3395,-1,37.90000001,12.93333333,50.83333333,04-09-2023 03:00,04-09-2023 03:38,241.45,234.2,244.3,300.6,04-09-2023 03:31,0.0447,0.0013,0.0163,0.0154,0.0985,0.0069,0.0577,0.0181,0.0034,0.0447,0.0447,119.7166,1,7.3,2.058357,846.8288,750.9534,466.5746,04-09-2023 02:47,385,4.688392,54.074
32,04-09-2023,44695,S48C,C,0.01864397,0.09176397,2,0,2,0,0,6,0,9.738266,5.072048,14.81031,46.543,67.35331,10,1.912304,2.000871,3.37282,1632,654.4484,9703.198,137.53,-1,43.3,19.33333333,62.63333333,04-09-2023 03:58,04-09-2023 04:41,241.45,234.2,244.3,300.6,04-09-2023 04:37,0.0583,0.0009,0.0207,0.0194,0.0809,0.0069,0.0633,0.0169,0.0034,0.3834,0.0583,140.4738,1,9.2,1.460516,1019.007,926.1068,673.4501,04-09-2023 03:38,421,4.694877,58.343
33,04-09-2023,44696,34CRNIMO6,C,0,0.09176397,2,0,2,0,0,6,0,6.313405,5.067715,11.38112,44.768,62.14912,10,1.329118,1.798988,3.664972,1649,496.8499,8767.222,132.7379,-1,47.16666666,9.133333341,56.3,04-09-2023 04:50,04-09-2023 05:37,241.45,234.2,244.3,300.6,04-09-2023 05:32,0.05,0.0007,0.017,0.016,0.0651,0.0085,0.055,0.01825,0.0036,0.0639,0.05,172.2171,1,9.9,2.335854,952.8141,749.40455,762.5056,04-09-2023 04:41,453,4.61965,55.754
34,04-09-2023,44697,C 45,A,0,0.09176397,2,0,2,0,0,6,0,13.17252,5.042108,18.21463,43.95,58.22663,10,1.2,2.376195,1.751102,1649,380.4521,15490.65,241.9408,-1,40.25000001,13.13333333,80.73333334,04-09-2023 05:50,04-09-2023 06:58,241.45,234.2,244.3,300.6,04-09-2023 06:24,0.1317,0.0041,0.028,0.0123,0.0974,0.0075,0.0511,0.01825,0.0033,0.1317,0.1317,58.3416,1,7.3,0.5511017,1043.282,736.6116,354.2796,04-09-2023 05:37,485,4.700713,51.6
35,04-09-2023,44698,C 45,A,0,0.07749683,2,0,2,0,0,6,0,9.071899,5.5084785,12.43934,39.835,58.27434,10,1.403826,1.720433,2.436898,1606,511.2613,10093.19,163.388,-1,36.99999999,32.73333334,69.73333333,04-09-2023 07:31,04-09-2023 08:08,241.45,234.2,244.3,300.6,04-09-2023 08:02,0.1462,0.0041,0.0205,0.0132,0.0953,0.0065,0.0443,0.01825,0.0033,0.1462,0.1462,111.0743,1,9.5,1.033072,827.1065,771.5633,444.8808,04-09-2023 06:58,260,4.586252,55.896
